LOCATION,Country,TIME,Time,School_Life_Expectancy,sex
MAC,"China, Macao Special Administrative Region",2021,2021,14.61013,Male
MAC,"China, Macao Special Administrative Region",2022,2022,15.37581,Male
MNE,Montenegro,2017,2017,15.22664,Male
MNE,Montenegro,2018,2018,15.20136,Male
MNE,Montenegro,2019,2019,15.30406,Male
MNE,Montenegro,2020,2020,15.50765,Male
MNE,Montenegro,2021,2021,15.60671,Male
MNE,Montenegro,2022,2022,15.55859,Male
CRI,Costa Rica,2017,2017,14.48884,Male
CRI,Costa Rica,2018,2018,14.71294,Male
CRI,Costa Rica,2019,2019,15.31027,Male
MDA,Republic of Moldova,2017,2017,14.56888,Male
MDA,Republic of Moldova,2018,2018,14.66278,Male
MDA,Republic of Moldova,2019,2019,14.69075,Male
MDA,Republic of Moldova,2020,2020,14.88332,Male
MDA,Republic of Moldova,2021,2021,15.16406,Male
MDA,Republic of Moldova,2022,2022,15.38689,Male
40651,Australia and New Zealand,2017,2017,20.84443,Male
40651,Australia and New Zealand,2018,2018,19.44404,Male
40651,Australia and New Zealand,2019,2019,20.44156,Male
40651,Australia and New Zealand,2020,2020,19.90826,Male
40651,Australia and New Zealand,2021,2021,20.02928,Male
40651,Australia and New Zealand,2022,2022,20.02766,Male
VGB,British Virgin Islands,2021,2021,17.68369,Male
VGB,British Virgin Islands,2022,2022,14.08058,Male
AFG,Afghanistan,2018,2018,7.98703,Male
SVN,Slovenia,2017,2017,18.23362,Male
SVN,Slovenia,2018,2018,18.21603,Male
SVN,Slovenia,2019,2019,18.16566,Male
SVN,Slovenia,2020,2020,18.13762,Male
SVN,Slovenia,2021,2021,18.34461,Male
SVN,Slovenia,2022,2022,18.3978,Male
GEO,Georgia,2017,2017,15.812,Male
GEO,Georgia,2018,2018,15.99838,Male
GEO,Georgia,2019,2019,16.39799,Male
GEO,Georgia,2020,2020,16.40266,Male
GEO,Georgia,2021,2021,16.78897,Male
GEO,Georgia,2022,2022,17.00892,Male
NER,Niger,2017,2017,7.38756,Male
THA,Thailand,2020,2020,15.13755,Male
KAZ,Kazakhstan,2017,2017,14.49908,Male
KAZ,Kazakhstan,2018,2018,14.61267,Male
KAZ,Kazakhstan,2019,2019,14.86221,Male
KAZ,Kazakhstan,2020,2020,15.02603,Male
SAU,Saudi Arabia,2017,2017,16.65029,Male
SAU,Saudi Arabia,2018,2018,16.69643,Male
SAU,Saudi Arabia,2019,2019,16.63847,Male
SAU,Saudi Arabia,2020,2020,16.32858,Male
SAU,Saudi Arabia,2021,2021,16.18786,Male
SAU,Saudi Arabia,2022,2022,17.86843,Male
40618,Central and Southern Asia,2017,2017,11.22342,Male
40618,Central and Southern Asia,2018,2018,11.06548,Male
40618,Central and Southern Asia,2019,2019,11.06901,Male
40618,Central and Southern Asia,2020,2020,11.38202,Male
40618,Central and Southern Asia,2021,2021,11.59651,Male
40618,Central and Southern Asia,2022,2022,11.93108,Male
MEX,Mexico,2017,2017,14.6329,Male
MEX,Mexico,2018,2018,14.64509,Male
MEX,Mexico,2019,2019,14.62077,Male
MEX,Mexico,2020,2020,14.46677,Male
MEX,Mexico,2021,2021,14.053,Male
MEX,Mexico,2022,2022,13.9166,Male
BHR,Bahrain,2017,2017,15.48459,Male
BHR,Bahrain,2018,2018,15.80702,Male
BHR,Bahrain,2019,2019,16.14518,Male
BHR,Bahrain,2022,2022,15.73036,Male
40344,Small Island Developing States,2017,2017,11.67044,Male
40344,Small Island Developing States,2018,2018,11.71019,Male
40344,Small Island Developing States,2019,2019,11.7559,Male
40344,Small Island Developing States,2020,2020,11.68967,Male
HUN,Hungary,2017,2017,15.59085,Male
HUN,Hungary,2018,2018,15.48612,Male
HUN,Hungary,2019,2019,15.3533,Male
HUN,Hungary,2020,2020,15.38947,Male
HUN,Hungary,2021,2021,15.42618,Male
40330,Landlocked Developing Countries,2017,2017,10.15666,Male
40330,Landlocked Developing Countries,2018,2018,10.22621,Male
40330,Landlocked Developing Countries,2019,2019,10.26706,Male
MDG,Madagascar,2018,2018,9.93807,Male
MDG,Madagascar,2019,2019,9.4649,Male
LSO,Lesotho,2017,2017,11.67891,Male
GHA,Ghana,2017,2017,11.26283,Male
GHA,Ghana,2018,2018,11.18617,Male
GHA,Ghana,2019,2019,11.45855,Male
GHA,Ghana,2020,2020,11.55268,Male
GHA,Ghana,2021,2021,11.68865,Male
GHA,Ghana,2022,2022,11.51691,Male
SVK,Slovakia,2017,2017,14.07819,Male
SVK,Slovakia,2018,2018,14.03665,Male
SVK,Slovakia,2019,2019,14.00949,Male
SVK,Slovakia,2020,2020,14.06161,Male
SVK,Slovakia,2021,2021,14.19749,Male
SVK,Slovakia,2022,2022,14.39934,Male
IRL,Ireland,2017,2017,18.62423,Male
IRL,Ireland,2018,2018,19.26097,Male
IRL,Ireland,2019,2019,18.64552,Male
IRL,Ireland,2020,2020,18.44169,Male
IRL,Ireland,2021,2021,18.77158,Male
TZA,United Republic of Tanzania,2017,2017,7.99015,Male
TZA,United Republic of Tanzania,2019,2019,8.76623,Male
TZA,United Republic of Tanzania,2021,2021,8.72376,Male
40515,East Asia and the Pacific,2017,2017,13.94182,Male
40515,East Asia and the Pacific,2018,2018,14.06322,Male
40515,East Asia and the Pacific,2019,2019,14.27354,Male
40515,East Asia and the Pacific,2020,2020,14.4658,Male
40515,East Asia and the Pacific,2021,2021,14.69742,Male
40515,East Asia and the Pacific,2022,2022,14.87598,Male
40540,Sub-Saharan Africa,2017,2017,8.80973,Male
40613,South-Eastern Asia,2017,2017,13.23715,Male
40613,South-Eastern Asia,2018,2018,13.28307,Male
40613,South-Eastern Asia,2019,2019,13.35684,Male
40613,South-Eastern Asia,2020,2020,13.35691,Male
40613,South-Eastern Asia,2021,2021,13.5433,Male
40614,Western Asia,2017,2017,12.41981,Male
40614,Western Asia,2018,2018,12.60019,Male
40614,Western Asia,2019,2019,12.71702,Male
40614,Western Asia,2020,2020,12.84301,Male
40614,Western Asia,2021,2021,12.99145,Male
40614,Western Asia,2022,2022,13.03331,Male
BGR,Bulgaria,2017,2017,14.41951,Male
BGR,Bulgaria,2018,2018,14.30073,Male
BGR,Bulgaria,2019,2019,14.00138,Male
BGR,Bulgaria,2020,2020,13.79266,Male
BGR,Bulgaria,2021,2021,13.62206,Male
BLZ,Belize,2017,2017,13.55812,Male
BLZ,Belize,2018,2018,13.61111,Male
BLZ,Belize,2019,2019,13.65922,Male
BLZ,Belize,2020,2020,13.55454,Male
BLZ,Belize,2021,2021,13.19169,Male
BLZ,Belize,2022,2022,12.80862,Male
MKD,North Macedonia,2017,2017,12.95032,Male
MKD,North Macedonia,2018,2018,12.81453,Male
MKD,North Macedonia,2019,2019,12.53417,Male
MKD,North Macedonia,2020,2020,12.50205,Male
MKD,North Macedonia,2021,2021,12.60997,Male
MKD,North Macedonia,2022,2022,12.67132,Male
40041,High income countries,2017,2017,16.12171,Male
40041,High income countries,2018,2018,16.06721,Male
40041,High income countries,2019,2019,16.09518,Male
40041,High income countries,2020,2020,16.08562,Male
40041,High income countries,2021,2021,16.04986,Male
40041,High income countries,2022,2022,16.07404,Male
SWE,Sweden,2017,2017,19.91831,Male
SWE,Sweden,2018,2018,20.06899,Male
SWE,Sweden,2019,2019,19.78601,Male
SWE,Sweden,2020,2020,20.07491,Male
SWE,Sweden,2021,2021,20.65983,Male
SWE,Sweden,2022,2022,20.70726,Male
CIV,Côte d'Ivoire,2017,2017,10.24315,Male
CIV,Côte d'Ivoire,2019,2019,10.54879,Male
CIV,Côte d'Ivoire,2020,2020,10.6576,Male
VAT,Holy See,2017,2017,,Male
VAT,Holy See,2018,2018,,Male
VAT,Holy See,2019,2019,,Male
VAT,Holy See,2020,2020,,Male
VAT,Holy See,2021,2021,,Male
VAT,Holy See,2022,2022,,Male
VAT,Holy See,2023,2023,,Male
PER,Peru,2017,2017,14.47679,Male
40620,Europe,2017,2017,16.45432,Male
40620,Europe,2018,2018,16.57084,Male
40620,Europe,2019,2019,16.58843,Male
40620,Europe,2020,2020,16.58449,Male
40620,Europe,2021,2021,16.74366,Male
40620,Europe,2022,2022,16.75818,Male
ALB,Albania,2017,2017,15.53131,Male
ALB,Albania,2018,2018,15.36147,Male
ALB,Albania,2019,2019,15.43577,Male
ALB,Albania,2020,2020,15.01956,Male
ALB,Albania,2021,2021,14.84925,Male
ALB,Albania,2022,2022,14.68104,Male
40510,World,2017,2017,12.17206,Male
40510,World,2018,2018,12.18544,Male
40510,World,2019,2019,12.22309,Male
40510,World,2020,2020,12.38885,Male
40510,World,2021,2021,12.46197,Male
40510,World,2022,2022,12.58707,Male
MRT,Mauritania,2017,2017,8.17936,Male
MRT,Mauritania,2018,2018,8.56948,Male
MRT,Mauritania,2019,2019,8.69101,Male
MRT,Mauritania,2020,2020,7.95745,Male
SEN,Senegal,2019,2019,9.36251,Male
SEN,Senegal,2020,2020,9.57515,Male
SEN,Senegal,2021,2021,9.71004,Male
SEN,Senegal,2022,2022,9.88596,Male
MUS,Mauritius,2017,2017,15.37428,Male
MUS,Mauritius,2018,2018,15.37549,Male
MUS,Mauritius,2019,2019,15.34187,Male
MUS,Mauritius,2020,2020,15.18283,Male
NLD,Netherlands,2017,2017,18.15489,Male
NLD,Netherlands,2018,2018,18.11558,Male
NLD,Netherlands,2020,2020,18.12661,Male
NLD,Netherlands,2021,2021,18.23271,Male
QAT,Qatar,2017,2017,14.93775,Male
QAT,Qatar,2018,2018,14.95256,Male
QAT,Qatar,2019,2019,15.16505,Male
QAT,Qatar,2020,2020,15.28956,Male
MYS,Malaysia,2017,2017,12.94913,Male
MYS,Malaysia,2018,2018,12.71047,Male
MYS,Malaysia,2019,2019,12.64428,Male
MYS,Malaysia,2020,2020,12.50049,Male
MYS,Malaysia,2021,2021,12.49646,Male
CRI,Costa Rica,2017,2017,15.66827,Male
CRI,Costa Rica,2018,2018,15.77196,Male
CRI,Costa Rica,2019,2019,16.3951,Male
EST,Estonia,2017,2017,15.06387,Male
EST,Estonia,2018,2018,14.99603,Male
EST,Estonia,2019,2019,14.97369,Male
EST,Estonia,2020,2020,14.99682,Male
EST,Estonia,2021,2021,15.13871,Male
EST,Estonia,2022,2022,15.1443,Male
40606,Sub-Saharan Africa,2017,2017,8.80366,Male
MNG,Mongolia,2019,2019,13.76214,Male
ISL,Iceland,2017,2017,19.8511,Male
ISL,Iceland,2018,2018,19.61598,Male
ISL,Iceland,2019,2019,19.42679,Male
ISL,Iceland,2020,2020,19.46157,Male
ISL,Iceland,2021,2021,20.50426,Male
DNK,Denmark,2017,2017,19.45062,Male
DNK,Denmark,2018,2018,19.3261,Male
DNK,Denmark,2019,2019,19.21278,Male
DNK,Denmark,2020,2020,19.25827,Male
DNK,Denmark,2021,2021,19.37519,Male
DNK,Denmark,2022,2022,19.32867,Male
40619,Eastern and South-Eastern Asia,2017,2017,13.33679,Male
40619,Eastern and South-Eastern Asia,2018,2018,13.44216,Male
40619,Eastern and South-Eastern Asia,2019,2019,13.57716,Male
40619,Eastern and South-Eastern Asia,2020,2020,13.79822,Male
40619,Eastern and South-Eastern Asia,2021,2021,14.04912,Male
40619,Eastern and South-Eastern Asia,2022,2022,14.24518,Male
MOZ,Mozambique,2017,2017,10.85025,Male
40500,North America and Western Europe,2017,2017,17.31182,Male
40500,North America and Western Europe,2018,2018,17.31829,Male
40500,North America and Western Europe,2019,2019,17.35273,Male
40500,North America and Western Europe,2020,2020,17.37531,Male
40500,North America and Western Europe,2021,2021,17.46155,Male
40500,North America and Western Europe,2022,2022,17.49509,Male
CHL,Chile,2017,2017,16.76624,Male
CHL,Chile,2018,2018,16.86311,Male
CHL,Chile,2019,2019,16.8846,Male
CHL,Chile,2020,2020,16.57752,Male
CHL,Chile,2021,2021,17.08077,Male
CHL,Chile,2022,2022,17.18331,Male
SRB,Serbia,2017,2017,14.46343,Male
SRB,Serbia,2018,2018,14.39917,Male
SRB,Serbia,2019,2019,14.30753,Male
SRB,Serbia,2020,2020,14.04029,Male
SRB,Serbia,2021,2021,13.98247,Male
SRB,Serbia,2022,2022,13.29494,Male
40675,World,2017,2017,12.17206,Male
40675,World,2018,2018,12.18544,Male
40675,World,2019,2019,12.22309,Male
40675,World,2020,2020,12.38885,Male
40675,World,2021,2021,12.46197,Male
40675,World,2022,2022,12.58707,Male
IND,India,2017,2017,12.86585,Male
IND,India,2018,2018,11.85295,Male
IND,India,2019,2019,11.83324,Male
IND,India,2020,2020,12.083,Male
IND,India,2021,2021,12.31828,Male
IND,India,2022,2022,12.92634,Male
IND,India,2023,2023,12.83378,Male
KOR,Republic of Korea,2017,2017,16.8981,Male
KOR,Republic of Korea,2018,2018,16.80244,Male
KOR,Republic of Korea,2019,2019,16.75326,Male
KOR,Republic of Korea,2020,2020,16.7398,Male
KOR,Republic of Korea,2021,2021,16.84387,Male
KOR,Republic of Korea,2022,2022,16.91987,Male
GRC,Greece,2017,2017,18.88993,Male
GRC,Greece,2018,2018,19.18727,Male
GRC,Greece,2019,2019,19.58317,Male
GRC,Greece,2020,2020,19.54765,Male
GRC,Greece,2021,2021,19.89186,Male
ARG,Argentina,2017,2017,16.47525,Male
ARG,Argentina,2018,2018,16.46805,Male
ARG,Argentina,2019,2019,16.61041,Male
ARG,Argentina,2020,2020,16.75852,Male
ARG,Argentina,2021,2021,17.13033,Male
RWA,Rwanda,2017,2017,11.07409,Male
RWA,Rwanda,2018,2018,10.76707,Male
RWA,Rwanda,2019,2019,10.82271,Male
RWA,Rwanda,2022,2022,11.28066,Male
40616,Southern Asia,2017,2017,11.36289,Male
40616,Southern Asia,2018,2018,10.78044,Male
40616,Southern Asia,2019,2019,10.87352,Male
40616,Southern Asia,2020,2020,11.06459,Male
40616,Southern Asia,2021,2021,11.23637,Male
40616,Southern Asia,2022,2022,11.647,Male
CYP,Cyprus,2017,2017,15.27492,Male
CYP,Cyprus,2018,2018,15.60838,Male
CYP,Cyprus,2019,2019,15.96283,Male
CYP,Cyprus,2020,2020,16.07854,Male
CYP,Cyprus,2021,2021,15.84014,Male
PSE,Palestine,2017,2017,13.98661,Male
PSE,Palestine,2018,2018,14.01313,Male
PSE,Palestine,2019,2019,14.024,Male
PSE,Palestine,2020,2020,13.98743,Male
PSE,Palestine,2021,2021,13.90925,Male
PSE,Palestine,2022,2022,13.95714,Male
40042,Lower middle income countries,2017,2017,10.96823,Male
40042,Lower middle income countries,2018,2018,10.88681,Male
40042,Lower middle income countries,2019,2019,10.92591,Male
40042,Lower middle income countries,2020,2020,11.13515,Male
40042,Lower middle income countries,2021,2021,11.28035,Male
40042,Lower middle income countries,2022,2022,11.46012,Male
BTN,Bhutan,2018,2018,13.41145,Male
IDN,Indonesia,2017,2017,13.65792,Male
IDN,Indonesia,2018,2018,13.71538,Male
DZA,Algeria,2022,2022,14.74388,Male
TGO,Togo,2017,2017,11.49271,Male
40651,Australia and New Zealand,2017,2017,21.89015,Male
40651,Australia and New Zealand,2018,2018,20.72389,Male
40651,Australia and New Zealand,2019,2019,21.68706,Male
40651,Australia and New Zealand,2020,2020,21.39726,Male
40651,Australia and New Zealand,2021,2021,21.68283,Male
40651,Australia and New Zealand,2022,2022,21.67509,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,17.95723,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,17.70611,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2019,2019,17.76353,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2020,2020,17.77357,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2021,2021,18.20904,Male
GBR,United Kingdom of Great Britain and Northern Ireland,2022,2022,18.31003,Male
ARE,United Arab Emirates,2017,2017,13.49002,Male
ARE,United Arab Emirates,2020,2020,16.3799,Male
MAR,Morocco,2017,2017,12.70623,Male
MAR,Morocco,2018,2018,12.97946,Male
MAR,Morocco,2019,2019,13.31498,Male
MAR,Morocco,2020,2020,13.64076,Male
MAR,Morocco,2021,2021,13.88286,Male
MAR,Morocco,2022,2022,14.49855,Male
AUT,Austria,2017,2017,15.59511,Male
AUT,Austria,2018,2018,15.68981,Male
AUT,Austria,2019,2019,15.72529,Male
AUT,Austria,2020,2020,15.74914,Male
AUT,Austria,2021,2021,15.92267,Male
BWA,Botswana,2021,2021,11.77284,Male
LVA,Latvia,2017,2017,17.20125,Male
LVA,Latvia,2018,2018,17.34582,Male
LVA,Latvia,2019,2019,17.1952,Male
LVA,Latvia,2020,2020,17.11668,Male
LVA,Latvia,2021,2021,17.25187,Male
LVA,Latvia,2022,2022,17.25741,Male
CUB,Cuba,2017,2017,14.51898,Male
CUB,Cuba,2018,2018,14.63139,Male
CUB,Cuba,2019,2019,14.85701,Male
CUB,Cuba,2020,2020,15.08477,Male
CUB,Cuba,2021,2021,15.26216,Male
MLT,Malta,2017,2017,15.15166,Male
MLT,Malta,2018,2018,15.33938,Male
MLT,Malta,2019,2019,15.17081,Male
MLT,Malta,2020,2020,15.01054,Male
MLT,Malta,2021,2021,15.20273,Male
MLT,Malta,2022,2022,15.28345,Male
EGY,Egypt,2017,2017,12.10347,Male
EGY,Egypt,2018,2018,12.38981,Male
EGY,Egypt,2020,2020,12.79423,Male
SMR,San Marino,2018,2018,11.57508,Male
SMR,San Marino,2019,2019,11.78252,Male
SMR,San Marino,2020,2020,11.85292,Male
SMR,San Marino,2021,2021,12.08227,Male
SMR,San Marino,2022,2022,11.98106,Male
40640,Northern America ,2017,2017,15.97477,Male
40640,Northern America ,2018,2018,15.92745,Male
40640,Northern America ,2019,2019,15.89406,Male
40640,Northern America ,2020,2020,15.89834,Male
40640,Northern America ,2021,2021,15.57009,Male
40640,Northern America ,2022,2022,15.64502,Male
BRA,Brazil,2017,2017,15.02129,Male
BRA,Brazil,2018,2018,15.09226,Male
BRA,Brazil,2019,2019,14.98781,Male
BRA,Brazil,2020,2020,14.97253,Male
BRA,Brazil,2021,2021,14.95002,Male
USA,United States of America,2017,2017,16.02009,Male
USA,United States of America,2018,2018,15.97396,Male
USA,United States of America,2019,2019,15.93802,Male
USA,United States of America,2020,2020,15.94387,Male
USA,United States of America,2021,2021,15.58569,Male
USA,United States of America,2022,2022,15.05385,Male
BEL,Belgium,2017,2017,20.7676,Male
BEL,Belgium,2018,2018,20.55916,Male
BEL,Belgium,2019,2019,20.61998,Male
BEL,Belgium,2020,2020,20.31362,Male
BEL,Belgium,2021,2021,19.93109,Male
POL,Poland,2017,2017,15.27369,Male
POL,Poland,2018,2018,15.15309,Male
POL,Poland,2019,2019,15.10784,Male
POL,Poland,2020,2020,15.1181,Male
POL,Poland,2021,2021,15.19221,Male
POL,Poland,2022,2022,15.37729,Male
40630,Latin America and the Caribbean,2017,2017,14.20789,Male
40630,Latin America and the Caribbean,2018,2018,14.23805,Male
40630,Latin America and the Caribbean,2019,2019,14.23362,Male
40630,Latin America and the Caribbean,2020,2020,14.21128,Male
40630,Latin America and the Caribbean,2021,2021,14.14923,Male
40630,Latin America and the Caribbean,2022,2022,14.14981,Male
LTU,Lithuania,2017,2017,17.32931,Male
LTU,Lithuania,2018,2018,17.27771,Male
LTU,Lithuania,2019,2019,16.98307,Male
LTU,Lithuania,2020,2020,16.93458,Male
LTU,Lithuania,2021,2021,17.05356,Male
DEU,Germany,2017,2017,16.99616,Male
DEU,Germany,2018,2018,17.03128,Male
DEU,Germany,2019,2019,17.17854,Male
DEU,Germany,2020,2020,17.22357,Male
DEU,Germany,2021,2021,17.36998,Male
BEN,Benin,2020,2020,11.12107,Male
BEN,Benin,2021,2021,11.11866,Male
PRI,Puerto Rico,2018,2018,16.73429,Male
MNE,Montenegro,2017,2017,14.93637,Male
MNE,Montenegro,2018,2018,15.01454,Male
MNE,Montenegro,2019,2019,14.83263,Male
MNE,Montenegro,2020,2020,14.91078,Male
MNE,Montenegro,2021,2021,14.90963,Male
MNE,Montenegro,2022,2022,14.63003,Male
40619,Eastern and South-Eastern Asia,2017,2017,13.88107,Male
40619,Eastern and South-Eastern Asia,2018,2018,14.01946,Male
40619,Eastern and South-Eastern Asia,2019,2019,14.22214,Male
40619,Eastern and South-Eastern Asia,2020,2020,14.4231,Male
40619,Eastern and South-Eastern Asia,2021,2021,14.65389,Male
40619,Eastern and South-Eastern Asia,2022,2022,14.83901,Male
MMR,Myanmar,2018,2018,11.05974,Male
MLI,Mali,2017,2017,6.46582,Male
40344,Small Island Developing States,2017,2017,11.98011,Male
40344,Small Island Developing States,2018,2018,12.03146,Male
40344,Small Island Developing States,2019,2019,12.11713,Male
40344,Small Island Developing States,2020,2020,12.06696,Male
ZAF,South Africa,2017,2017,13.80505,Male
ZAF,South Africa,2018,2018,13.6606,Male
ZAF,South Africa,2019,2019,13.78166,Male
ZAF,South Africa,2020,2020,13.52111,Male
ZAF,South Africa,2021,2021,13.57099,Male
NER,Niger,2017,2017,5.99354,Male
40603,Northern Africa,2017,2017,12.13167,Male
40603,Northern Africa,2018,2018,12.25848,Male
40603,Northern Africa,2019,2019,12.41679,Male
40603,Northern Africa,2020,2020,12.53047,Male
40603,Northern Africa,2021,2021,12.59505,Male
SVK,Slovakia,2017,2017,15.14685,Male
SVK,Slovakia,2018,2018,15.07123,Male
SVK,Slovakia,2019,2019,15.065,Male
SVK,Slovakia,2020,2020,15.10183,Male
SVK,Slovakia,2021,2021,15.27138,Male
SVK,Slovakia,2022,2022,15.52244,Male
MEX,Mexico,2017,2017,15.06762,Male
MEX,Mexico,2018,2018,15.19629,Male
MEX,Mexico,2019,2019,15.26714,Male
MEX,Mexico,2020,2020,15.1789,Male
MEX,Mexico,2021,2021,14.9595,Male
MEX,Mexico,2022,2022,15.02457,Male
40330,Landlocked Developing Countries,2017,2017,9.18628,Male
40330,Landlocked Developing Countries,2018,2018,9.24484,Male
40330,Landlocked Developing Countries,2019,2019,9.29572,Male
LIE,Liechtenstein,2017,2017,16.2804,Male
LIE,Liechtenstein,2018,2018,15.9973,Male
LIE,Liechtenstein,2019,2019,16.51158,Male
LIE,Liechtenstein,2020,2020,16.55512,Male
LIE,Liechtenstein,2021,2021,16.43379,Male
BLR,Belarus,2017,2017,15.23234,Male
BLR,Belarus,2018,2018,14.7965,Male
BLR,Belarus,2019,2019,14.42213,Male
BLR,Belarus,2020,2020,14.27358,Male
BLR,Belarus,2021,2021,14.23576,Male
BLR,Belarus,2022,2022,13.91798,Male
HUN,Hungary,2017,2017,14.91645,Male
HUN,Hungary,2018,2018,14.86758,Male
HUN,Hungary,2019,2019,14.72406,Male
HUN,Hungary,2020,2020,14.74482,Male
HUN,Hungary,2021,2021,14.73847,Male
40030,Middle income countries,2017,2017,12.11809,Male
40030,Middle income countries,2018,2018,12.13422,Male
40030,Middle income countries,2019,2019,12.17852,Male
40030,Middle income countries,2020,2020,12.3857,Male
40030,Middle income countries,2021,2021,12.50691,Male
40030,Middle income countries,2022,2022,12.68195,Male
LKA,Sri Lanka,2017,2017,13.84747,Male
LKA,Sri Lanka,2018,2018,14.02978,Male
40505,Central Asia,2017,2017,12.7654,Male
40505,Central Asia,2018,2018,12.85327,Male
40505,Central Asia,2019,2019,13.04537,Male
40505,Central Asia,2020,2020,12.95203,Male
40505,Central Asia,2021,2021,13.04789,Male
40505,Central Asia,2022,2022,13.07705,Male
CPV,Cabo Verde,2017,2017,12.43094,Male
CPV,Cabo Verde,2018,2018,12.16748,Male
LAO,Lao People's Democratic Republic,2017,2017,11.22845,Male
LAO,Lao People's Democratic Republic,2018,2018,10.86178,Male
LAO,Lao People's Democratic Republic,2019,2019,10.73067,Male
LAO,Lao People's Democratic Republic,2020,2020,10.36781,Male
IRN,Iran (Islamic Republic of),2017,2017,14.65385,Male
IRN,Iran (Islamic Republic of),2020,2020,14.06775,Male
CZE,Czechia,2017,2017,15.95336,Male
CZE,Czechia,2018,2018,15.60973,Male
CZE,Czechia,2019,2019,15.57077,Male
CZE,Czechia,2020,2020,15.58689,Male
CZE,Czechia,2021,2021,15.79063,Male
40535,South and West Asia,2017,2017,11.16549,Male
40535,South and West Asia,2018,2018,10.99643,Male
40535,South and West Asia,2019,2019,10.99246,Male
40535,South and West Asia,2020,2020,11.31686,Male
40535,South and West Asia,2021,2021,11.53943,Male
40535,South and West Asia,2022,2022,11.88714,Male
COL,Colombia,2017,2017,14.47853,Male
COL,Colombia,2018,2018,14.39854,Male
COL,Colombia,2019,2019,14.32801,Male
COL,Colombia,2020,2020,14.08671,Male
COL,Colombia,2021,2021,14.2067,Male
COL,Colombia,2022,2022,14.03887,Male
USA,United States of America,2017,2017,17.34075,Male
USA,United States of America,2018,2018,17.32986,Male
USA,United States of America,2019,2019,17.35239,Male
USA,United States of America,2020,2020,17.32647,Male
USA,United States of America,2021,2021,17.26275,Male
USA,United States of America,2022,2022,16.8248,Male
MOZ,Mozambique,2017,2017,9.88063,Male
BRN,Brunei Darussalam,2017,2017,14.51861,Male
BRN,Brunei Darussalam,2018,2018,14.3637,Male
BRN,Brunei Darussalam,2019,2019,14.23845,Male
BRN,Brunei Darussalam,2020,2020,14.17734,Male
ESP,Spain,2017,2017,17.06411,Male
ESP,Spain,2018,2018,17.06297,Male
ESP,Spain,2019,2019,16.99622,Male
ESP,Spain,2020,2020,16.92847,Male
ESP,Spain,2021,2021,17.20244,Male
40650,Oceania,2017,2017,16.38897,Male
40650,Oceania,2018,2018,15.66905,Male
40650,Oceania,2019,2019,16.20526,Male
40650,Oceania,2020,2020,15.87943,Male
40650,Oceania,2021,2021,15.93973,Male
40650,Oceania,2022,2022,15.8729,Male
UKR,Ukraine,2017,2017,13.90827,Male
UKR,Ukraine,2018,2018,13.86776,Male
UKR,Ukraine,2019,2019,13.95524,Male
UKR,Ukraine,2020,2020,13.77739,Male
UKR,Ukraine,2021,2021,13.54051,Male
MAC,"China, Macao Special Administrative Region",2017,2017,16.37515,Male
MAC,"China, Macao Special Administrative Region",2018,2018,15.57616,Male
MAC,"China, Macao Special Administrative Region",2019,2019,15.2303,Male
MAC,"China, Macao Special Administrative Region",2020,2020,15.15287,Male
MAC,"China, Macao Special Administrative Region",2021,2021,15.43617,Male
MAC,"China, Macao Special Administrative Region",2022,2022,16.07115,Male
GHA,Ghana,2017,2017,10.7045,Male
GHA,Ghana,2018,2018,10.72536,Male
GHA,Ghana,2019,2019,11.11997,Male
GHA,Ghana,2020,2020,11.30471,Male
GHA,Ghana,2021,2021,11.4823,Male
GHA,Ghana,2022,2022,11.31787,Male
LCA,Saint Lucia,2017,2017,12.97766,Male
LCA,Saint Lucia,2018,2018,12.93203,Male
LCA,Saint Lucia,2019,2019,12.12052,Male
LCA,Saint Lucia,2020,2020,12.09832,Male
LCA,Saint Lucia,2022,2022,12.05116,Male
MDA,Republic of Moldova,2017,2017,14.02159,Male
MDA,Republic of Moldova,2018,2018,14.11803,Male
MDA,Republic of Moldova,2019,2019,14.25891,Male
MDA,Republic of Moldova,2020,2020,14.20628,Male
MDA,Republic of Moldova,2021,2021,14.39,Male
MDA,Republic of Moldova,2022,2022,14.443,Male
40612,Central Asia,2017,2017,12.65502,Male
40612,Central Asia,2018,2018,12.73106,Male
40612,Central Asia,2019,2019,12.85795,Male
40612,Central Asia,2020,2020,12.82796,Male
40612,Central Asia,2021,2021,12.8442,Male
40612,Central Asia,2022,2022,12.89107,Male
VGB,British Virgin Islands,2021,2021,16.30032,Male
VGB,British Virgin Islands,2022,2022,13.40863,Male
CAN,Canada,2017,2017,16.51124,Male
CAN,Canada,2018,2018,16.43121,Male
CAN,Canada,2019,2019,16.43435,Male
CAN,Canada,2020,2020,16.47273,Male
CAN,Canada,2021,2021,16.53594,Male
BGD,Bangladesh,2017,2017,10.65233,Male
BGD,Bangladesh,2018,2018,11.15711,Male
BGD,Bangladesh,2020,2020,11.50172,Male
LUX,Luxembourg,2017,2017,13.98403,Male
